Time,Num_Users,Avg_User_Demand,User_Mobility,Available_Resources,SNR,Weather_Condition,Congestion_Level,Traffic_Type,QoS_Latency,QoS_Throughput,Historical_Resource_Usage,Holiday_Indicator,Resource_Allocation
2024-12-01 00:00:00,110,3.5555452742961395,0.30291420486593895,41.696997161890195,39.07466584974465,0,0.0670128413726365,2,179.90355242511149,8.77929251679972,10.833391344029865,1,3.6490058911201557
2024-12-01 00:00:01,165,3.510071415704333,0.44175215295946924,52.0889172971092,37.40658986194303,0,0.061991969627011465,0,128.3929208357253,4.028661056324206,10.360762828603724,1,5.4325840389370255
2024-12-01 00:00:02,85,2.6561810088655227,0.5119457390561121,43.612692068883774,41.561352969527135,0,0.012549495657908513,0,136.2011470613818,7.678396011181982,5.096494663952871,1,2.2294201853039235
2024-12-01 00:00:03,170,3.7174538561639836,0.6224503366387037,45.63398485302348,42.95701082382926,1,0.09739427060416943,1,125.84675939178699,4.532595387854128,13.07771327990743,1,5.704171753875001
2024-12-01 00:00:04,102,2.268687028025734,0.7536243489910317,50.02173424646402,45.14627069664268,0,0.06133403718456541,0,153.90694635146016,9.132588677358424,14.338339817627915,1,2.172130079358436
2024-12-01 00:00:05,72,2.853815872897137,0.7041203915057647,44.587256152057414,39.63966680402054,0,0.1033867842800557,0,261.6749592353119,7.041138592947064,7.7484237173350055,1,1.8423136993470637
2024-12-01 00:00:06,49,1.9123834319009012,0.4231012802328772,32.27506499169099,44.10740134066291,2,0.010164286782426361,0,256.70109748211655,3.4755000746348386,5.67124110143069,1,0.9275432549479388
2024-12-01 00:00:07,31,4.402783462803336,0.5442431606751521,52.28411253187483,44.03614625856913,0,0.09595339327611177,0,115.4044897759981,8.631562825489645,6.790192159178186,1,1.233899649403096
2024-12-01 00:00:08,79,3.14966025516766,0.6114563383053849,53.784501809405356,36.89566125315321,0,0.002125729479189445,1,51.94557312896623,0.9608451225143424,14.969591187763331,1,2.4829422943159165
2024-12-01 00:00:09,30,4.828563725300785,0.5606689313330251,32.182187358796895,36.803440254712626,1,0.08147332444469454,0,146.7241963364804,0.8446950129508254,11.399219387759512,1,1.3305493758922413
2024-12-01 00:00:10,137,3.8738098494930133,0.5596057161197558,37.69696156036923,33.74850879975049,0,0.05795083783878273,0,22.095426476929912,5.587181564841178,8.538952725867986,1,4.999567472628867
2024-12-01 00:00:11,59,3.6254136502750836,0.3415885013018592,59.16715732239857,33.40210966727962,0,0.12907757198662415,1,230.75076517170243,7.327037554164077,8.755898563157103,1,1.862897894721743
2024-12-01 00:00:12,86,2.901385514932667,0.4270898773290539,46.62424274952738,32.67586003812042,0,0.14872073176816314,0,22.230733721269154,6.034616957916794,8.940643568815732,1,2.1241048306888857
2024-12-01 00:00:13,76,2.5792998759481724,0.539559022629109,45.024858912892554,31.962384132851888,0,0.0,1,77.7754787007269,6.6603660563957625,8.596822374265532,1,1.9602679057206112
2024-12-01 00:00:14,73,3.6778250026572286,0.13601614875822565,42.01531615065301,41.714235586160115,0,0.1235027246202278,1,63.33164771500474,2.667802733045369,8.325783110627976,1,2.353230623731445
2024-12-01 00:00:15,137,3.2616850944382794,0.6960966480014782,37.78508144400356,24.75962162434978,2,0.10782413618466602,0,265.62181452469036,8.7807255486777,8.179123479250837,1,3.9866955017749777
2024-12-01 00:00:16,67,2.374255680089656,0.39409813504333957,43.639076503855314,44.92125704585214,0,0.02422221177871953,2,300.1056998254447,9.71786314100285,8.91020030415496,1,1.5522197906470967
2024-12-01 00:00:17,88,2.249944009373544,0.7030257199897707,51.82095917415998,25.009309165591645,2,0.012910939516128012,0,61.07536667171911,3.943324100297645,7.842017886327136,1,1.954387704151386
2024-12-01 00:00:18,47,2.640652290528858,0.6898374006706365,44.890254284333004,35.630872789350775,0,0.017529001957313037,0,179.39733974540968,4.146456761027919,8.910891242874728,1,1.2193512169390093
2024-12-01 00:00:19,66,4.586421958615728,0.5184460435331424,49.27198860125134,36.88008955846557,0,0.07698410450461195,0,252.06294721606344,4.5846375719709815,7.233049454420354,1,2.7940046450259293
2024-12-01 00:00:20,127,4.86103944353728,0.7500822488552307,57.35995003954594,39.9541181769921,0,0.08721885414781344,0,119.54032503103886,2.0723169522426814,7.886586756451684,1,5.635072744696885
2024-12-01 00:00:21,87,3.4552373040456037,0.7114796017387399,40.93665273687665,41.329578947026334,0,0.06690017238566519,0,92.03705844041838,1.4898638433740707,8.844178627920893,1,2.8049507595112675
2024-12-01 00:00:22,34,3.4160048582982685,0.5536557793748039,47.12012430460909,28.303561115491938,0,0.044947619771620415,0,102.01037458207064,7.787037952785861,8.055014945645324,1,1.1092376140684197
2024-12-01 00:00:23,117,3.076320640648702,0.5367360577212452,52.03075492654975,41.5515235989877,1,0.10913697128711108,1,111.50930672978689,6.09174477945038,8.631082125276151,1,3.2064789781677248
2024-12-01 00:00:24,57,2.657605157112715,0.7645849178496534,38.469674565733825,34.48170060382592,1,0.08215397301432842,0,92.61663858767275,1.5798745257967521,7.800441641376783,1,1.3903852308089462
